text,aspect_words,labels
I especially like the keyboard which has chiclet type keys.,keys,2
I now realize that my $900 would have been better spent on a Windows laptop.,Windows,2
"I got it back and my built-in webcam and built-in mic were shorting out anytime I touched the lid, (mind you this was my means of communication with my fiance who was deployed) but I suffered thru it and would constandly have to reset the computer to be able to use my cam and mic anytime they went out.",built-in mic,0
Comfterbale to use light easy to transport.,use,2
"We also use Paralles so we can run virtual machines of Windows XP Professional, Windows 7 Home Premium, Windows Server Enterprise 2003, and Windows Server 2008 Enterprise.",Windows Server Enterprise 2003,1
and it comes with the new OSX that comes with new features that makes the use more easy.,use,2
"Since I keyboard over 100 wpm, I look for a unit that has a comfortble keyboard (no keys sticking or lagging, strange configuration of ""extra key"", etc.",keys,2
"As with any laptop not purchased with software options, it comes with a lot of what I consider useless applications.",software options,0
"However, I love this particular Mac because its very fast, great size, and has fantastic features like the lighted keyboard and easy mouse pad.",mouse pad,2
Great product by Apple with the new great looking design.,design,2
Very fast boot up and shut down.,shut down,2
"Typically, when I purchase a new laptop I always end up using an external mouse for convenience.",external mouse,1
True quality at a great price!,price,2
"For the Bluetooth to work properly, you must install the Launch Manager on the Drivers/Applications DVD, or it will not show after the reload.",Bluetooth,1
"Love the speed, especially!",speed,2
"Called tech support and got the usual Acer ""We don't support software but for $$$ we can help you"" I explained there was no software involved in booting.",software,0
The battery is really long.,battery,2
The reflectiveness of the display is only a minor inconvenience if you work in a controlled-lighting environment like me (I prefer it dark) or if you can crank up the brightness.,display,0
Keyboard was also very nice and had a solid feel.,Keyboard,2
"Returned laptop for repair a 2nd time and it came back with obvious physical damage (keyboard bulging and speaker grill pressed in), buttons not working and USB ports inoperative.",keyboard,0
"While I mostly use it for email, internet and gaming, I'm confident all other applications live up to the high standard I've come to appreciate from Mac laptops.",internet,1
"The battery life, before the battery completely died of course, left much to be desired.",battery life,0
"Wireless has not been a issue for me, like some others have meantioned.",Wireless,2
Many kinds of software that is necessary to the working person is not available and cannot be downloaded.,software,0
"The system it comes with does not work properly, so when trying to fix the problems with it it started not working at all.",system,0
Enjoy that Toshib force and durability unparalleled,durability,2
"If you want a little more custom ability, drop a few bucks and upgrade to one of the more robust versions of Win 7 and grab a 2GB stick of memory to spice it all up a bit more.",2GB stick of memory,2
"Three, the mac book has advantages over pcs' with linux based os there is very 'few problems with system performance when it comes to a mac.",system performance,0
"I chose the iBookG4, a laptop that is an attractive computer with a large screen big enough to please anyone.",screen,2
STOPPED BOOTING UP less than a week after my one-year warranty was up.,BOOTING UP,0
 i have tried to charge on different batteries with no luck.,batteries,0
The only problems are the sound isnt very loud I have to wear headphones.,sound,0
My one complaint with this laptop is that I've noticed an electronic fuzz sound coming out of the headphone jack when headphones are plugged in.,headphone jack,0
I will have to purchase Spy ware or Nortell for privacy protection.,Spy ware,1
"I love a ""pc"" but I was ready for a change and tired of the windows system.",windows system,0
Cords coming out the right for power plus cords coming out front for headphones/mic plus network connection on left make for a very messy setup with cords going every direction.,cords,0
"Acer was no help and Garmin could not determine the problem(after spending about 2 hours with me), so I returned it and purchased a Toshiba R700 that seems even nicer and I was able to load all of my software with no problem.",software,2
